"OID","Country or Area","Year","Description","Magnitude","Value"
"134a6202GG...","GERMANY","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","153610000000"
"134a6302GG...","GERMANY","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","5924000000"
"134a6305GG...","GERMANY","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","137375000000"
"134a6203GG...","GERMANY","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","9577000000"
"134a6303GG...","GERMANY","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1048710000000"
"134a6208GG...","GERMANY","2004","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","101904000000"
"134a6308GG...","GERMANY","2004","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3734000000"
"134a6M2.GG...","GERMANY","2004","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-1044220000000"
"134a623.GG...","GERMANY","2004","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","2004","LOANS","NATL CURRENCY","457893000000"
"134a6204GG...","GERMANY","2004","LOANS","NATL CURRENCY","72076000000"
"134a63..GG...","GERMANY","2004","LIABILITIES","NATL CURRENCY","1515830000000"
"134a6206GG...","GERMANY","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","604000000"
"134a6306GG...","GERMANY","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6M35GG...","GERMANY","2004","GROSS DEBT AT FACE VALUE","NATL CURRENCY","1453640000000"
"134a6307GG...","GERMANY","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","2199000000"
"134a62..GG...","GERMANY","2004","FINANCIAL ASSETS","NATL CURRENCY","471601000000"
"134a6202GG...","GERMANY","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","147866000000"
"134a6302GG...","GERMANY","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","5493000000"
"134a6305GG...","GERMANY","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","140474000000"
"134a6203GG...","GERMANY","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","9325000000"
"134a6303GG...","GERMANY","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","950417000000"
"134a6208GG...","GERMANY","2003","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","94388000000"
"134a6308GG...","GERMANY","2003","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3777000000"
"134a6M2.GG...","GERMANY","2003","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-939285000000"
"134a623.GG...","GERMANY","2003","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","2003","LOANS","NATL CURRENCY","457526000000"
"134a6204GG...","GERMANY","2003","LOANS","NATL CURRENCY","78900000000"
"134a63..GG...","GERMANY","2003","LIABILITIES","NATL CURRENCY","1416720000000"
"134a6206GG...","GERMANY","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","582000000"
"134a6306GG...","GERMANY","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6M35GG...","GERMANY","2003","GROSS DEBT AT FACE VALUE","NATL CURRENCY","1383540000000"
"134a6307GG...","GERMANY","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a62..GG...","GERMANY","2003","FINANCIAL ASSETS","NATL CURRENCY","477438000000"
"134a6202GG...","GERMANY","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","153769000000"
"134a6302GG...","GERMANY","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","5003000000"
"134a6305GG...","GERMANY","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","128305000000"
"134a6203GG...","GERMANY","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","8488000000"
"134a6303GG...","GERMANY","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","885032000000"
"134a6208GG...","GERMANY","2002","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","91192000000"
"134a6308GG...","GERMANY","2002","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3831000000"
"134a6M2.GG...","GERMANY","2002","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-871212000000"
"134a623.GG...","GERMANY","2002","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","2002","LOANS","NATL CURRENCY","441700000000"
"134a6204GG...","GERMANY","2002","LOANS","NATL CURRENCY","80484000000"
"134a63..GG...","GERMANY","2002","LIABILITIES","NATL CURRENCY","1334730000000"
"134a6206GG...","GERMANY","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","572000000"
"134a6306GG...","GERMANY","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6M35GG...","GERMANY","2002","GROSS DEBT AT FACE VALUE","NATL CURRENCY","1295280000000"
"134a6307GG...","GERMANY","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a62..GG...","GERMANY","2002","FINANCIAL ASSETS","NATL CURRENCY","463520000000"
"134a6202GG...","GERMANY","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","154479000000"
"134a6302GG...","GERMANY","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","4169000000"
"134a6305GG...","GERMANY","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","144290000000"
"134a6203GG...","GERMANY","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","7426000000"
"134a6303GG...","GERMANY","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","805273000000"
"134a6208GG...","GERMANY","2001","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","88632000000"
"134a6308GG...","GERMANY","2001","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","0"
"134a6M2.GG...","GERMANY","2001","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-772879000000"
"134a623.GG...","GERMANY","2001","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","2001","LOANS","NATL CURRENCY","452572000000"
"134a6204GG...","GERMANY","2001","LOANS","NATL CURRENCY","80943000000"
"134a63..GG...","GERMANY","2001","LIABILITIES","NATL CURRENCY","1265040000000"
"134a6206GG...","GERMANY","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","556000000"
"134a6306GG...","GERMANY","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6M35GG...","GERMANY","2001","GROSS DEBT AT FACE VALUE","NATL CURRENCY","1243110000000"
"134a6307GG...","GERMANY","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a62..GG...","GERMANY","2001","FINANCIAL ASSETS","NATL CURRENCY","492166000000"
"134a6202GG...","GERMANY","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","170319000000"
"134a6302GG...","GERMANY","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","7200000000"
"134a6305GG...","GERMANY","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","153965000000"
"134a6203GG...","GERMANY","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","8698000000"
"134a6303GG...","GERMANY","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","775121000000"
"134a6208GG...","GERMANY","2000","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","84040000000"
"134a6308GG...","GERMANY","2000","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","0"
"134a6M2.GG...","GERMANY","2000","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-707150000000"
"134a623.GG...","GERMANY","2000","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","2000","LOANS","NATL CURRENCY","462002000000"
"134a6204GG...","GERMANY","2000","LOANS","NATL CURRENCY","80219000000"
"134a63..GG...","GERMANY","2000","LIABILITIES","NATL CURRENCY","1246110000000"
"134a6206GG...","GERMANY","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","531000000"
"134a6306GG...","GERMANY","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6M35GG...","GERMANY","2000","GROSS DEBT AT FACE VALUE","NATL CURRENCY","1232220000000"
"134a6307GG...","GERMANY","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a62..GG...","GERMANY","2000","FINANCIAL ASSETS","NATL CURRENCY","538955000000"
"134a6202GG...","GERMANY","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","211502000000"
"134a6302GG...","GERMANY","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","8982000000"
"134a6305GG...","GERMANY","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"134a6205GG...","GERMANY","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","188483000000"
"134a6203GG...","GERMANY","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","7468000000"
"134a6303GG...","GERMANY","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","742433000000"
"134a6208GG...","GERMANY","1999","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","91618000000"
"134a6308GG...","GERMANY","1999","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","0"
"134a6M2.GG...","GERMANY","1999","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-703120000000"
"134a623.GG...","GERMANY","1999","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"134a6304GG...","GERMANY","1999","LOANS","NATL CURRENCY","482764000000"
"134a6204GG...","GERMANY","1999","LOANS","NATL CURRENCY","76509000000"
"134a63..GG...","GERMANY","1999","LIABILITIES","NATL CURRENCY","1234120000000"
"134a6206GG...","GERMANY","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","525000000"
"134a6306GG...","GERMANY","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"134a6307GG...","GERMANY","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a6207GG...","GERMANY","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"134a62..GG...","GERMANY","1999","FINANCIAL ASSETS","NATL CURRENCY","530998000000"
"134a6202GG...","GERMANY","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","166395000000"
"134a6302GG...","GERMANY","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","8921000000"
"174a6205GG...","GREECE","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","29137000000"
"174a6305GG...","GREECE","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6303GG...","GREECE","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","214353000000"
"174a6203GG...","GREECE","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1678000000"
"174a6208GG...","GREECE","2008","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","20114000000"
"174a6308GG...","GREECE","2008","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","7474000000"
"174a6M2.GG...","GREECE","2008","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-181495000000"
"174a623.GG...","GREECE","2008","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6204GG...","GREECE","2008","LOANS","NATL CURRENCY","1127000000"
"174a6304GG...","GREECE","2008","LOANS","NATL CURRENCY","18720000000"
"174a63..GG...","GREECE","2008","LIABILITIES","NATL CURRENCY","249426000000"
"174a6306GG...","GREECE","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6206GG...","GREECE","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","38000000"
"174a6M35GG...","GREECE","2008","GROSS DEBT AT FACE VALUE","NATL CURRENCY","237196000000"
"174a6207GG...","GREECE","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a6307GG...","GREECE","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","8136000000"
"174a62..GG...","GREECE","2008","FINANCIAL ASSETS","NATL CURRENCY","67931000000"
"174a6202GG...","GREECE","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","15837000000"
"174a6302GG...","GREECE","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","743000000"
"174a6305GG...","GREECE","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","41995000000"
"174a6303GG...","GREECE","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","201683000000"
"174a6203GG...","GREECE","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","460000000"
"174a6208GG...","GREECE","2007","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","20663000000"
"174a6308GG...","GREECE","2007","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4899000000"
"174a6M2.GG...","GREECE","2007","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-159399000000"
"174a623.GG...","GREECE","2007","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6204GG...","GREECE","2007","LOANS","NATL CURRENCY","992000000"
"174a6304GG...","GREECE","2007","LOANS","NATL CURRENCY","19704000000"
"174a63..GG...","GREECE","2007","LIABILITIES","NATL CURRENCY","235411000000"
"174a6206GG...","GREECE","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","39000000"
"174a6306GG...","GREECE","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2007","GROSS DEBT AT FACE VALUE","NATL CURRENCY","216401000000"
"174a6307GG...","GREECE","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","8412000000"
"174a6207GG...","GREECE","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2007","FINANCIAL ASSETS","NATL CURRENCY","76012000000"
"174a6202GG...","GREECE","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","11863000000"
"174a6302GG...","GREECE","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","713000000"
"174a6305GG...","GREECE","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","34426000000"
"174a6303GG...","GREECE","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","192736000000"
"174a6203GG...","GREECE","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","164000000"
"174a6208GG...","GREECE","2006","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","18213000000"
"174a6308GG...","GREECE","2006","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4047000000"
"174a6M2.GG...","GREECE","2006","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-163691000000"
"174a623.GG...","GREECE","2006","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6204GG...","GREECE","2006","LOANS","NATL CURRENCY","948000000"
"174a6304GG...","GREECE","2006","LOANS","NATL CURRENCY","21796000000"
"174a63..GG...","GREECE","2006","LIABILITIES","NATL CURRENCY","227108000000"
"174a6206GG...","GREECE","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","43000000"
"174a6306GG...","GREECE","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2006","GROSS DEBT AT FACE VALUE","NATL CURRENCY","204423000000"
"174a6307GG...","GREECE","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","7512000000"
"174a6207GG...","GREECE","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2006","FINANCIAL ASSETS","NATL CURRENCY","63417000000"
"174a6202GG...","GREECE","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","9623000000"
"174a6302GG...","GREECE","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","1017000000"
"174a6305GG...","GREECE","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","33621000000"
"174a6303GG...","GREECE","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","190123000000"
"174a6203GG...","GREECE","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","108000000"
"174a6208GG...","GREECE","2005","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13803000000"
"174a6308GG...","GREECE","2005","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3439000000"
"174a6M2.GG...","GREECE","2005","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-166775000000"
"174a623.GG...","GREECE","2005","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6204GG...","GREECE","2005","LOANS","NATL CURRENCY","972000000"
"174a6304GG...","GREECE","2005","LOANS","NATL CURRENCY","22342000000"
"174a63..GG...","GREECE","2005","LIABILITIES","NATL CURRENCY","223667000000"
"174a6206GG...","GREECE","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","32000000"
"174a6306GG...","GREECE","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2005","GROSS DEBT AT FACE VALUE","NATL CURRENCY","195421000000"
"174a6307GG...","GREECE","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","6445000000"
"174a6207GG...","GREECE","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2005","FINANCIAL ASSETS","NATL CURRENCY","56892000000"
"174a6202GG...","GREECE","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","8356000000"
"174a6302GG...","GREECE","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","1318000000"
"174a6305GG...","GREECE","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","26918000000"
"174a6303GG...","GREECE","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","177935000000"
"174a6203GG...","GREECE","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","158000000"
"174a6208GG...","GREECE","2004","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","12348000000"
"174a6308GG...","GREECE","2004","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4999000000"
"174a6M2.GG...","GREECE","2004","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-163064000000"
"174a623.GG...","GREECE","2004","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6204GG...","GREECE","2004","LOANS","NATL CURRENCY","912000000"
"174a6304GG...","GREECE","2004","LOANS","NATL CURRENCY","22852000000"
"174a63..GG...","GREECE","2004","LIABILITIES","NATL CURRENCY","212304000000"
"174a6206GG...","GREECE","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","21000000"
"174a6306GG...","GREECE","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2004","GROSS DEBT AT FACE VALUE","NATL CURRENCY","183187000000"
"174a6307GG...","GREECE","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","5512000000"
"174a6207GG...","GREECE","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2004","FINANCIAL ASSETS","NATL CURRENCY","49240000000"
"174a6202GG...","GREECE","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","8883000000"
"174a6302GG...","GREECE","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","1006000000"
"174a6305GG...","GREECE","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","23444000000"
"174a6303GG...","GREECE","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","159123000000"
"174a6203GG...","GREECE","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","177000000"
"174a6208GG...","GREECE","2003","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","11869000000"
"174a6308GG...","GREECE","2003","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4665000000"
"174a6M2.GG...","GREECE","2003","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-150427000000"
"174a623.GG...","GREECE","2003","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6304GG...","GREECE","2003","LOANS","NATL CURRENCY","23564000000"
"174a6204GG...","GREECE","2003","LOANS","NATL CURRENCY","690000000"
"174a63..GG...","GREECE","2003","LIABILITIES","NATL CURRENCY","193166000000"
"174a6206GG...","GREECE","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","19000000"
"174a6306GG...","GREECE","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2003","GROSS DEBT AT FACE VALUE","NATL CURRENCY","168025000000"
"174a6307GG...","GREECE","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","5058000000"
"174a6207GG...","GREECE","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2003","FINANCIAL ASSETS","NATL CURRENCY","42739000000"
"174a6202GG...","GREECE","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","6540000000"
"174a6302GG...","GREECE","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","756000000"
"174a6305GG...","GREECE","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","18222000000"
"174a6303GG...","GREECE","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","151580000000"
"174a6203GG...","GREECE","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","85000000"
"174a6208GG...","GREECE","2002","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","10269000000"
"174a6308GG...","GREECE","2002","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4216000000"
"174a6M2.GG...","GREECE","2002","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-148286000000"
"174a623.GG...","GREECE","2002","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6304GG...","GREECE","2002","LOANS","NATL CURRENCY","23743000000"
"174a6204GG...","GREECE","2002","LOANS","NATL CURRENCY","474000000"
"174a63..GG...","GREECE","2002","LIABILITIES","NATL CURRENCY","183618000000"
"174a6206GG...","GREECE","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","9000000"
"174a6306GG...","GREECE","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2002","GROSS DEBT AT FACE VALUE","NATL CURRENCY","159214000000"
"174a6307GG...","GREECE","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","3237000000"
"174a6207GG...","GREECE","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2002","FINANCIAL ASSETS","NATL CURRENCY","35332000000"
"174a6202GG...","GREECE","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","6273000000"
"174a6302GG...","GREECE","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","842000000"
"174a6305GG...","GREECE","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","20010000000"
"174a6303GG...","GREECE","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","140708000000"
"174a6203GG...","GREECE","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","0"
"174a6208GG...","GREECE","2001","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","9865000000"
"174a6308GG...","GREECE","2001","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3173000000"
"174a6M2.GG...","GREECE","2001","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-136036000000"
"174a623.GG...","GREECE","2001","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6304GG...","GREECE","2001","LOANS","NATL CURRENCY","26720000000"
"174a6204GG...","GREECE","2001","LOANS","NATL CURRENCY","300000000"
"174a63..GG...","GREECE","2001","LIABILITIES","NATL CURRENCY","172403000000"
"174a6206GG...","GREECE","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","7000000"
"174a6306GG...","GREECE","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2001","GROSS DEBT AT FACE VALUE","NATL CURRENCY","151869000000"
"174a6307GG...","GREECE","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","1604000000"
"174a6207GG...","GREECE","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2001","FINANCIAL ASSETS","NATL CURRENCY","36367000000"
"174a6202GG...","GREECE","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","6185000000"
"174a6302GG...","GREECE","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","198000000"
"174a6305GG...","GREECE","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","20729000000"
"174a6303GG...","GREECE","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","128176000000"
"174a6203GG...","GREECE","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","0"
"174a6208GG...","GREECE","2000","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","8840000000"
"174a6308GG...","GREECE","2000","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","2316000000"
"174a6M2.GG...","GREECE","2000","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-120816000000"
"174a623.GG...","GREECE","2000","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"174a6304GG...","GREECE","2000","LOANS","NATL CURRENCY","25407000000"
"174a6204GG...","GREECE","2000","LOANS","NATL CURRENCY","300000000"
"174a63..GG...","GREECE","2000","LIABILITIES","NATL CURRENCY","156627000000"
"174a6206GG...","GREECE","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","5000000"
"174a6306GG...","GREECE","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"174a6M35GG...","GREECE","2000","GROSS DEBT AT FACE VALUE","NATL CURRENCY","140971000000"
"174a6307GG...","GREECE","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","550000000"
"174a6207GG...","GREECE","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"174a62..GG...","GREECE","2000","FINANCIAL ASSETS","NATL CURRENCY","35811000000"
"174a6202GG...","GREECE","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","5937000000"
"174a6302GG...","GREECE","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","178000000"
"174a6305GG...","GREECE","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"174a6205GG...","GREECE","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","24184000000"
"174a6303GG...","GREECE","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","101888000000"
